"Column1","Column2","Correlation"
"Month.Apr","Time.18.00.00",-0.0010133400792256
"Time.10.00.00","DailyChange200Period",-0.00101309060119092
"Month.Mar","Time.20.00.00",-0.00101211213041097
"Month.Mar","Time.00.00.00",-0.00101175392046571
"ClassChangeSlowRSI","DailyConsecChange100Period",0.00101022946182638
"Time.17.00.00","ClassChangeRSI",-0.00100969348568469
"MACD","DailyConsecChange50Period",-0.00100893178023398
"Time.22.00.00","DailyClassChange50Period",-0.00100877566728741
"DailyClassChangeSlowRSI","DailyConsecChange50Period",-0.00100770615972579
"Month.Mar","ChangeSlowRSI",0.00100663816556334
"ChangeMACD","ConsecChange1Period",-0.00100662605836987
"Time.03.00.00","ClassChangeSlowRSI",-0.00100610905792564
"Month.Jun","Day.Thu",0.00100579566787928
"ClassChange10Period","ConsecChange200Period",-0.00100517517421395
"Change50Period","DailyClassChangeMACD",0.00100414582993835
"ClassChange1Period","DailyConsecChangeRSI",-0.00100405944976956
"ClassChange200Period","ClassChangeSlowRSI",-0.00100376701448113
"Time.22.00.00","DailyChange10Period",-0.00100230425596237
"Day.Mon","Time.17.00.00",-0.00100173160899431
"Day.Thu","Time.16.00.00",0.00100051215849817
"Time.09.00.00","ConsecChange10Period",0.000999861978925765
"ClassChangeRSI","ChangeFuture200",-0.000998989562503994
"Time.15.00.00","DailyClassChange1Period",0.000998303992673755
"Month.Nov","Time.16.00.00",-0.000997914467006922
"Time.21.00.00","Change25Period",-0.000994826667010784
"Time.18.00.00","Change50Period",0.000994219328276813
"Month.Jan","Time.04.00.00",-0.000993433641269803
"Change1Period","DailySlowRSI",0.000993331195786595
"Month.Dec","Change200Period",-0.000992614310234785
"Time.14.00.00","Change200Period",-0.000991530600003898
"Time.19.00.00","DailyClassChangeSlowRSI",0.000991396489553154
"Time.04.00.00","DailyRSI",-0.000991119770333171
"Time.16.00.00","DailyClassChangeMACD",-0.000991010572761297
"Time.21.00.00","DailyChange10Period",0.000990279018878937
"Time.07.00.00","DailyChange1Period",0.00098773546051234
"Time.18.00.00","DailySlowRSI",0.000986745115369558
"Month.May","Time.22.00.00",-0.000985653605312109
"Time.02.00.00","DailyClassChange200Period",-0.000985513441264629
"Month.Aug","ChangeRSI",0.000984489219263196
"Month.Jul","Time.16.00.00",0.000984323094598949
"Change5Period","ChangeMACD",0.000984250917099416
"Day.Fri","ConsecChange100Period",-0.000984055805020034
"Time.17.00.00","Change100Period",-0.000983016798272729
"Time.15.00.00","DailyChange1Period",0.000982635072432458
"Time.11.00.00","ClassChange50Period",0.000981525285169482
"Change50Period","DailyConsecChange50Period",-0.000980996526777744
"Month.Jan","DailyChangeSlowRSI",0.000980965211056173
"Time.12.00.00","DailyRSI",-0.000979859265498817
"Time.09.00.00","DailyConsecChange25Period",0.000979185686446726
"Time.20.00.00","ClassChange200Period",0.000979100470431149
"Day.Thu","DailyChangeSlowRSI",0.000977398129180074
"Time.07.00.00","DailyClassChangeSlowRSI",0.000977204879745841
"Time.05.00.00","DailyChange1Period",0.000975673436187208
"Month.Jan","Time.12.00.00",-0.000973622722085565
"Time.17.00.00","DailyConsecChange25Period",0.000972984300460666
"Month.Mar","Day.Mon",-0.000972483947407454
"Time.23.00.00","Change200Period",-0.000971926434431225
"Time.18.00.00","DailyConsecChangeSlowRSI",0.000970670604147017
"ClassChange5Period","ChangeFuture25",-0.000968719134107232
"Day.Mon","DailyMACD",-0.00096769817173481
"Time.16.00.00","DailyClassChange200Period",-0.000967602711170912
"Time.02.00.00","ConsecChange200Period",0.000966797291766852
"Month.Dec","Day.Tue",0.000966772728133947
"Day.Sat","DailyConsecChange10Period",0.00096538953948766
"Time.10.00.00","DailyConsecChange25Period",-0.000963160418905318
"Time.10.00.00","ClassChange200Period",0.000962565303780138
"Time.01.00.00","DailyChange1Period",0.000961467332672328
"Time.08.00.00","DailyChange200Period",-0.000961040495894849
"Time.01.00.00","ClassChange25Period",0.000960874080192298
"Time.13.00.00","DailyChangeRSI",0.000960402190685272
"Time.11.00.00","DailyClassChangeRSI",0.000960361328907311
"Time.02.00.00","DailyClassChange50Period",-0.000959864293690771
"Time.09.00.00","ChangeFuture50",0.000959125231020153
"Time.23.00.00","DailyClassChange100Period",-0.000956607924308628
"Month.Feb","ChangeRSI",-0.000956115720327944
"Time.03.00.00","DailyClassChangeRSI",0.000955308496486396
"Time.00.00.00","DailyRSI",-0.000954778981395066
"Time.12.00.00","ConsecChange200Period",0.000954196439124644
"Time.04.00.00","DailySlowRSI",-0.000954110757447779
"Time.08.00.00","Change100Period",0.000953180133365095
"Time.08.00.00","DailyClassChange50Period",-0.000952455040533096
"Time.14.00.00","Change100Period",-0.000952306902036071
"Time.02.00.00","DailyChange200Period",-0.000950743327848613
"Time.12.00.00","ConsecChange100Period",-0.000949924578890204
"Month.Jun","DailyClassChangeRSI",-0.000949738605413586
"Time.03.00.00","Change50Period",0.000947411637753248
"Time.11.00.00","ChangeFuture50",0.000947037886362523
"Time.19.00.00","ClassChange200Period",0.000946641666814685
"Month.Nov","ChangeSlowRSI",0.000945513136684895
"Time.18.00.00","DailyChange5Period",0.000944978091865778
"Time.17.00.00","DailyChange10Period",-0.000944956147577614
"Time.19.00.00","DailyChangeRSI",0.000941847392823547
"Time.09.00.00","DailyConsecChangeRSI",-0.000941727601457387
"ClassChange1Period","ChangeFuture200",-0.000941360951401293
"Time.03.00.00","DailyChange1Period",0.000940567813813686
"Time.21.00.00","DailyConsecChange25Period",-0.000939671881496906
"Month.Oct","Day.Wed",-0.000936558411922306
"Time.21.00.00","DailyClassChange25Period",0.000935259158723056
"Month.Sep","Time.12.00.00",0.000934830633923411
"Month.Sep","Time.14.00.00",0.000934830633923411
"Day.Thu","ChangeFuture1",-0.000932537019252777
"Time.03.00.00","DailyClassChangeSlowRSI",0.000931769493035972
"Time.12.00.00","DailyConsecChange200Period",0.000930864363908768
"Month.Jan","Time.17.00.00",0.000927107525058091
"Time.13.00.00","DailyClassChangeSlowRSI",0.000925838015973568
"Time.15.00.00","DailyClassChangeSlowRSI",0.000925838015973568
"DailyChange10Period","ChangeFuture5",0.000925532134715468
"Change1Period","ConsecChangeRSI",-0.000925438012927771
"Time.06.00.00","DailyChange200Period",-0.00092385447351262
"Time.05.00.00","ChangeMACD",-0.000922696490306407
"Change100Period","ChangeSlowRSI",0.000921725819353014
"Time.01.00.00","ConsecChange100Period",0.000920462014619261
"Month.Jan","ConsecChangeRSI",-0.000919501471798867
"Time.00.00.00","DailyClassChangeMACD",-0.000919301819521934
"Time.18.00.00","DailyClassChange50Period",0.00091869878815487
"Day.Tue","Change25Period",0.0009181386558339
"Time.23.00.00","DailyClassChange50Period",0.000917816418223083
"Time.12.00.00","ChangeFuture5",-0.00091540563153103
"Time.00.00.00","ConsecChange10Period",0.000915044627618045
"Month.Sep","Time.04.00.00",0.000914684147574008
"Day.Sun","ChangeMACD",0.000914174190256745
"DailyChangeEMA","ChangeFuture10",0.000914144038688391
"Day.Wed","DailySlowRSI",-0.000912841584067792
"Time.08.00.00","Change25Period",0.000912202405743301
"Time.08.00.00","ConsecChangeRSI",-0.00091145298210904
"Time.06.00.00","DailyClassChange200Period",-0.000910952861886472
"DailyChange5Period","ChangeFuture5",0.000910515431314707
"Time.13.00.00","ClassChangeRSI",-0.000910210888832808
"Day.Thu","DailyChange50Period",0.000909649301320314
"Time.13.00.00","ConsecChange200Period",-0.000909604365006089
"Time.11.00.00","DailyChange1Period",0.000908540852833539
"Time.02.00.00","ChangeFuture1",-0.000908495800103992
"Time.05.00.00","ChangeFuture100",0.000907716748770326
"Time.12.00.00","ClassChange200Period",-0.000907240493688732
"Time.09.00.00","ChangeFuture25",0.000906667788513005
"ClassChange25Period","ConsecChange1Period",-0.000906635308638215
"Time.09.00.00","ClassChange50Period",0.000906377332285047
"Time.09.00.00","DailyChangeRSI",0.000906307308468968
"Time.16.00.00","DailyClassChange100Period",-0.000906146422494203
"Time.16.00.00","RSI",-0.0009058951982297
"Time.14.00.00","DailyRSI",-0.000904965738300234
"Time.23.00.00","DailyConsecChangeMACD",0.000904719403479248
"Month.Jul","ClassChange5Period",0.000903726788237691
"ChangeRSI","DailyConsecChange50Period",-0.000901049992535263
"Month.Aug","Time.03.00.00",0.000898487924132496
"Day.Tue","DailyConsecChange200Period",-0.000897661608178169
"Change1Period","DailyConsecChange50Period",-0.000897443969734013
"Time.21.00.00","DailyChange50Period",0.000895481964107603
"Time.04.00.00","DailyClassChange200Period",-0.000895102333743125
"Time.21.00.00","ConsecChange5Period",-0.000893749005626887
"ChangeRSI","ChangeFuture200",-0.000893564720172435
"Month.Mar","ConsecChange50Period",-0.00089296733494848
"ClassChange100Period","ChangeFuture10",0.000891806441359222
"Month.Feb","ClassChange1Period",0.00089164316887036
"Time.02.00.00","ChangeMACD",0.000891297473572195
"Month.Mar","Day.Wed",-0.000891001662239432
"ClassChangeRSI","DailyConsecChangeEMA",0.000890778377652168
"Time.21.00.00","ClassChange100Period",0.000887933361809701
"Month.Dec","Time.00.00.00",0.000887535861693323
"Month.Dec","Time.06.00.00",0.000887535861693323
"Month.Feb","Time.13.00.00",0.00088724383385852
"Time.21.00.00","DailyConsecChange1Period",-0.00088587764184922
"Time.05.00.00","DailyConsecChangeRSI",-0.000883997476194054
"ConsecChangeSlowRSI","ChangeFuture1",-0.000883113767486066
"Time.21.00.00","ChangeFuture50",-0.000882253691088408
"Time.09.00.00","DailyClassChange200Period",-0.000879242143128067
"Time.17.00.00","DailyChange25Period",-0.000878832768648863
"Month.Feb","Time.23.00.00",0.000877050566487014
"Time.13.00.00","Change5Period",0.00087639648700133
"Time.10.00.00","ConsecChangeSlowRSI",0.000876337988302112
"Month.Jan","Day.Wed",-0.00087493535829708
"Month.Sep","Time.06.00.00",0.000874409801326692
"Time.19.00.00","ChangeMACD",0.000872169737704098
"Time.19.00.00","ConsecChangeMACD",-0.000871189753524959
"Time.21.00.00","DailyConsecChange50Period",-0.000870762800332159
"Time.02.00.00","DailyClassChange5Period",-0.000868869363330305
"Time.09.00.00","DailyClassChangeSlowRSI",0.000868476112373173
"Time.00.00.00","DailyChange100Period",-0.000867408234626055
"Time.13.00.00","DailyClassChange1Period",0.000865955604240298
"Time.22.00.00","ChangeMACD",-0.000865684996824712
"ClassChange1Period","DailyConsecChangeSlowRSI",0.000865627953317016
"DailyClassChange200Period","ChangeFuture100",-0.000865255657117814
"ClassChange1Period","DailyConsecChangeEMA",0.000865129346493632
"Month.Jun","ClassChange1Period",0.000864034576807171
"Time.03.00.00","DailyClassChangeMACD",-0.000860627565998584
"Time.20.00.00","DailyConsecChange10Period",0.000860493280924857
"Month.Mar","Time.23.00.00",0.000859594438225031
"Time.17.00.00","DailyChange1Period",0.000859409919939935
"DailyConsecChangeSlowRSI","ChangeFuture10",-0.000856676371768117
"ClassChange1Period","ConsecChange25Period",0.000856135156936944
"Time.20.00.00","DailyConsecChange50Period",-0.00085473369108513
"Month.Sep","Time.02.00.00",0.000854281941428781
"Time.01.00.00","ConsecChange1Period",-0.000853824894875288
"ClassChangeMACD","ChangeFuture1",0.000853152421768755
"Day.Sat","ChangeMACD",-0.000851192395202816
"Time.08.00.00","DailyConsecChange25Period",-0.000850619515404105
"Month.Jun","Time.00.00.00",0.000847755640279502
"Day.Mon","DailyConsecChange25Period",0.000846778741106391
"Time.18.00.00","ConsecChange200Period",-0.000844331691041589
"Time.09.00.00","DailyConsecChange1Period",-0.000844173482619226
"Time.06.00.00","DailySlowRSI",-0.000843827321659774
"Month.Feb","Time.06.00.00",-0.000843522604554892
"Change1Period","ConsecChange200Period",0.000843397225253284
"Time.16.00.00","Change10Period",0.000843166024424136
"ChangeMACD","DailyConsecChange10Period",-0.000841975270304829
"Time.17.00.00","DailyConsecChangeEMA",-0.000841367698740214
"Time.01.00.00","DailyClassChangeMACD",-0.000840568449348211
"Time.05.00.00","DailyConsecChangeSlowRSI",-0.000837859173770994
"Time.12.00.00","ClassChange50Period",0.000837176921777427
"Time.03.00.00","DailyConsecChangeRSI",-0.000835809798445553
"Change100Period","ClassChangeSlowRSI",-0.00083405728219077
"ClassChangeMACD","DailyChange1Period",-0.000833865429740399
"Time.06.00.00","DailyRSI",-0.000832462101243436
"Change25Period","ConsecChangeRSI",-0.00083097699098289
"Time.14.00.00","DailyChange200Period",-0.000829776283353567
"SlowRSI","ChangeFuture50",0.000828649906907231
"Day.Sun","DailyConsecChange5Period",0.000827743497211486
"ConsecChangeRSI","DailyClassChange1Period",0.000826254312414676
"Time.18.00.00","Change200Period",0.000825055467430502
"Time.23.00.00","DailyChangeEMA",-0.000824956456199288
"Time.15.00.00","DailyClassChangeRSI",0.000820426153950393
"Month.Apr","Time.16.00.00",0.000819704844616354
"ChangeMACD","DailyChange25Period",0.000818838365375996
"Month.Feb","Time.16.00.00",-0.000818500411696732
"Time.02.00.00","DailyClassChange10Period",-0.000817918393295258
"Month.Sep","Change5Period",0.000816412211861461
"Time.03.00.00","ClassChange200Period",0.000815934268757701
"Time.12.00.00","DailyConsecChange25Period",-0.000815631472505629
"Time.01.00.00","DailyConsecChangeSlowRSI",-0.00081538874655962
"Month.May","ConsecChange5Period",-0.000815376115497202
"Time.02.00.00","DailyClassChange100Period",-0.000814556318800896
"Time.10.00.00","DailySlowRSI",-0.000813221209682524
"Time.01.00.00","DailyClassChangeRSI",0.000812985934317112
"Time.10.00.00","Change25Period",-0.0008129354682751
"Time.09.00.00","ConsecChange200Period",0.000812930869869888
"Time.12.00.00","DailyClassChange50Period",-0.000812437036074698
"ConsecChangeSlowRSI","DailyConsecChangeRSI",-0.000811488949693739
"Time.08.00.00","DailyClassChange10Period",-0.000811322883237153
"Time.01.00.00","DailyConsecChangeRSI",-0.000810477766208351
"Month.Jul","Time.19.00.00",0.000808591023087502
"Time.23.00.00","ChangeFuture25",-0.000808558310382068
"Time.18.00.00","DailyChange200Period",0.000805205141659826
"Time.03.00.00","Change25Period",0.000804774696007371
"Time.21.00.00","DailyClassChange10Period",0.000802439579274505
"Time.09.00.00","DailyClassChange1Period",0.000802435213699937
"Time.06.00.00","DailyClassChange5Period",-0.000800291250925511
"Time.10.00.00","DailyClassChange50Period",-0.0007975148037076
"Month.Sep","ChangeSlowRSI",0.000797038897871971
"Time.09.00.00","DailyClassChangeMACD",-0.000796895532403141
"Month.Sep","Time.20.00.00",0.000794701220002025
"Time.01.00.00","DailyConsecChange5Period",-0.000794458668678999
"Time.02.00.00","DailyMACD",-0.000793074839748442
"Time.12.00.00","DailyChange200Period",-0.000792432343587279
"Time.09.00.00","ChangeFuture100",0.000792241655290127
"Time.06.00.00","Change100Period",0.000791172147728503
"Time.16.00.00","DailyChange100Period",-0.000790477672126144
"Time.14.00.00","ConsecChange100Period",-0.000790475343819708
"ConsecChangeEMA","DailyClassChange1Period",0.000789929355960339
"Time.03.00.00","DailyConsecChangeSlowRSI",-0.000789827608969063
"Time.10.00.00","DailyClassChange200Period",-0.000788712990470231
"Time.21.00.00","ChangeFuture10",-0.000788344535976648
"Time.05.00.00","DailyConsecChange1Period",-0.00078743469202891
"Time.13.00.00","DailyChange1Period",0.000787182128988206
"Month.May","Time.17.00.00",-0.000786100048571825
"Month.Apr","Time.17.00.00",-0.000785357202403247
"Time.19.00.00","DailyChangeMACD",0.000784666801337153
"Time.02.00.00","DailyClassChange25Period",-0.000782528717536479
"Time.14.00.00","DailyMACD",-0.000782451592385769
"Time.04.00.00","ChangeFuture200",0.000781503273174167
"Month.Mar","DailyClassChange10Period",0.000779551977757365
"Day.Sat","ConsecChange100Period",-0.000778489105869085
"Time.23.00.00","ChangeMACD",-0.000777783745434135
"Time.08.00.00","DailyChange50Period",-0.000777220993768424
"Time.07.00.00","DailyClassChangeMACD",-0.000776911270804703
"Month.Jan","ConsecChange10Period",0.000775906722992659
"Time.01.00.00","DailyClassChangeSlowRSI",0.00077572773443535
"DailyChangeSlowRSI","ChangeFuture1",-0.000774240063037723
"Month.Jan","Time.08.00.00",-0.000773889769334346
"Change1Period","DailyClassChangeEMA",-0.000773366598878056
"ClassChangeSlowRSI","DailyConsecChange50Period",-0.000772550702095032
"Time.19.00.00","ConsecChangeRSI",-0.000771513092331588
"Month.Jul","Time.00.00.00",0.00076761661330238
"Time.10.00.00","ChangeFuture200",-0.000766114855650812
"Month.Apr","Time.22.00.00",-0.000765990582294762
"Time.14.00.00","DailyClassChange25Period",-0.000765949836932123
"Time.20.00.00","DailyChangeMACD",0.000764253491070122
"Time.00.00.00","DailyChange50Period",-0.00076402717968449
"Time.01.00.00","ChangeFuture100",0.000762552837841213
"Month.Oct","Time.22.00.00",-0.000761674076784402
"Time.10.00.00","DailyClassChange100Period",-0.000759384478442371
"Time.10.00.00","DailyRSI",-0.000758415611926466
"Time.06.00.00","DailyClassChange50Period",-0.000757345231249928
"Time.02.00.00","DailyChange50Period",-0.00075581535929814
"Time.16.00.00","DailyRSI",-0.000755629036575556
"Time.08.00.00","DailyMACD",-0.000754822220187634
"Time.03.00.00","Change1Period",-0.00075405795359984
"Time.18.00.00","DailyChangeMACD",0.000751729588955641
"Time.01.00.00","DailyClassChange200Period",-0.000750742910895497
"Month.Jun","Time.10.00.00",0.000750434002839029
"Time.04.00.00","DailyClassChange50Period",-0.000749872764572501
"Time.16.00.00","ClassChange100Period",-0.000749801867641509
"Month.Dec","Day.Wed",0.000748444756027311
"Time.00.00.00","DailyClassChange10Period",-0.000748372985981405
"Time.06.00.00","ChangeFuture200",-0.000746338104363531
"Time.23.00.00","ClassChangeRSI",0.000745105615351349
"Month.Apr","Time.07.00.00",0.000744765042327344
"Time.06.00.00","ChangeFuture100",-0.0007438535685651
"Time.04.00.00","ChangeFuture25",0.000742696807719767
"Time.13.00.00","DailyConsecChange25Period",0.000742102041840553
"Time.04.00.00","DailyClassChange10Period",-0.000741755124181509
"Time.05.00.00","Change50Period",0.000741004187148064
"Time.04.00.00","ChangeFuture50",0.000740830670110881
"Month.Aug","Time.11.00.00",0.000740637129638344
"Time.03.00.00","DailyConsecChange1Period",-0.000739153649192303
"Time.15.00.00","Change200Period",-0.000738233211450279
"Time.13.00.00","Change100Period",-0.000736401358153671
"Time.01.00.00","DailyConsecChange25Period",0.000734515720978379
"Month.Jan","Time.14.00.00",-0.000734200584702194
"Time.05.00.00","DailyConsecChange25Period",0.000734144705347717
"Time.15.00.00","RSI",-0.000734109897166491
"Time.22.00.00","DailyClassChange10Period",0.000733733642846346
"Month.Sep","DailyClassChange1Period",0.000733719323761761
"Time.16.00.00","ClassChange25Period",-0.000733474327716976
"Time.11.00.00","ClassChange25Period",-0.000733277993276715
"Month.Feb","ClassChangeMACD",0.000733049353584647
"DailyConsecChange200Period","ChangeFuture10",-0.000732777582015842
"Time.14.00.00","DailyConsecChange25Period",-0.000732610584236681
"Time.08.00.00","DailyClassChange5Period",-0.000731692183762789
"Day.Fri","ClassChange5Period",0.000728189188521355
"Time.14.00.00","DailyClassChangeMACD",-0.000728161889128387
"Time.04.00.00","DailyClassChange100Period",-0.000727331731468439
"Time.11.00.00","DailyClassChangeEMA",0.000727004720829427
"Time.18.00.00","DailyChangeEMA",0.000726988597307354
"Time.12.00.00","DailyClassChange5Period",-0.000726905942428857
"ClassChangeRSI","DailyConsecChangeMACD",0.000726252445019782
"Time.17.00.00","DailyClassChange10Period",-0.000725187011994421
"Time.22.00.00","ConsecChange50Period",0.000725108780898154
"Time.10.00.00","ChangeMACD",0.000724834681022912
"ConsecChange1Period","DailyClassChange25Period",0.00072438723873347
"Time.03.00.00","ChangeFuture100",0.000723683857358992
"ClassChangeEMA","ConsecChange200Period",-0.000722079712431878
"Time.02.00.00","DailyChange100Period",-0.000719464442227036
"Time.11.00.00","ChangeFuture5",-0.000719298492185771
"Time.02.00.00","DailyClassChangeMACD",-0.000718207214958966
"Time.03.00.00","Change200Period",-0.00071799149736762
"Change200Period","ConsecChange5Period",-0.000716771872248501
"ClassChange50Period","ChangeFuture1",0.000716499809641391
"Time.08.00.00","MACD",-0.000716283626388758
"Month.Mar","ClassChangeMACD",0.000715904403477907
"Month.Jan","ChangeRSI",-0.000715548754669726
"Time.05.00.00","Change100Period",0.000715297006536275
"Time.19.00.00","DailyClassChangeRSI",0.00071516603929922
"Time.04.00.00","DailyConsecChange200Period",0.000714439200237393
"Month.Jul","Time.20.00.00",0.00071394897531718
"ClassChange25Period","ChangeFuture5",0.000713757588528097
"Time.16.00.00","DailyChange1Period",-0.000710332824382931
"Time.14.00.00","DailyChange50Period",-0.000710048188921064
"Time.18.00.00","ClassChange200Period",-0.000708969950210303
"Month.Feb","Time.10.00.00",-0.000708106614183635
"Time.06.00.00","Change50Period",0.000708024017512798
"Change1Period","ConsecChange25Period",-0.000706466322299093
"Time.18.00.00","DailyChangeSlowRSI",0.000705325859598815
"Time.08.00.00","DailyClassChange200Period",-0.000703050754964352
"Time.15.00.00","DailyClassChange200Period",-0.000703050754964352
"Month.Mar","Time.18.00.00",0.00070237583713606
"Time.18.00.00","DailyChange10Period",0.000701102719176561
"ClassChangeEMA","DailyConsecChangeRSI",-0.000700500735547394
"DailyChange25Period","ChangeFuture25",-0.000698530755471438
"Change5Period","DailyConsecChange5Period",-0.000698208343237638
"Time.08.00.00","DailyConsecChangeEMA",0.000698169402312487
"ClassChangeRSI","DailyConsecChange1Period",-0.000697333656717092
"Time.04.00.00","DailyConsecChange25Period",-0.000696757633704692
"Time.20.00.00","DailyChange1Period",0.000696093949954957
"Time.11.00.00","Change50Period",0.000695984170306474
"Time.11.00.00","ConsecChangeEMA",0.000695218506734818
"Time.00.00.00","DailyConsecChangeEMA",0.000690103508532047
"Month.May","ConsecChange50Period",0.000689740933012217
"Day.Mon","ClassChangeRSI",0.000689636741299182
"Time.14.00.00","Change5Period",-0.000689556414727122
"Time.07.00.00","ConsecChange200Period",0.000689002452418208
"Time.00.00.00","DailyMACD",-0.000688122992869467
"Time.13.00.00","DailyClassChangeRSI",0.00068806775379926
"Time.01.00.00","Change50Period",-0.000687353604007512
"Time.14.00.00","DailyClassChange200Period",-0.000687134044710547
"Time.17.00.00","Change5Period",-0.000686903367750347
"Time.15.00.00","DailyClassChange25Period",0.000684512662701309
"Month.Jan","Time.19.00.00",0.000681754434481263
"Time.04.00.00","DailyChange10Period",-0.000680682598613203
"Day.Thu","DailyRSI",0.000680512050166726
"Time.10.00.00","ChangeFuture50",-0.000680263852700591
"Time.14.00.00","DailyClassChange50Period",-0.000679832708556205
"Time.16.00.00","ChangeEMA",0.00067857006797567
"Time.20.00.00","ConsecChange200Period",0.000676416559144855
"Time.07.00.00","DailyClassChange200Period",-0.000676191935781389
"Month.Dec","Time.04.00.00",0.000676128547638655
"Month.Dec","Time.05.00.00",0.000676128547638655
"Time.12.00.00","DailyMACD",-0.000674778071697801
"Month.Jul","Time.10.00.00",0.000674596289172769
"Month.Jun","Day.Wed",0.000673391448799521
"Time.14.00.00","ChangeFuture50",-0.000673189584631473
"Time.16.00.00","Change200Period",-0.00067263882374391
"Time.09.00.00","ConsecChange5Period",-0.000672271940857172
"Time.12.00.00","DailyClassChange10Period",-0.00067216606112197
"Time.14.00.00","DailyClassChange10Period",-0.00067216606112197
"Month.Jun","Time.12.00.00",0.000669764238409698
"Time.00.00.00","DailyClassChange5Period",-0.000667877204250544
"Time.23.00.00","Change25Period",0.000667834945488721
"Time.22.00.00","ConsecChange200Period",-0.000667733605951071
"Time.08.00.00","DailyClassChange100Period",-0.00066769466502592
"Day.Wed","DailyConsecChange50Period",0.00066735059954226
"Month.Apr","Time.09.00.00",0.000666873413138092
"Time.11.00.00","Change25Period",-0.000666044594254345
"Time.13.00.00","ConsecChange100Period",-0.000665945233777165
"ClassChangeMACD","DailyConsecChange100Period",0.000665821018628776
"Time.16.00.00","DailyMACD",-0.000665745872538537
"Time.02.00.00","ChangeFuture50",-0.000664280320052058
"Time.03.00.00","ChangeRSI",-0.000662997248582542
"Change5Period","DailyConsecChangeEMA",0.000660935533232987
"Time.21.00.00","DailyConsecChangeSlowRSI",0.000660179939586669
"Time.06.00.00","DailyConsecChangeEMA",0.000659211305901408
"Time.10.00.00","DailyClassChange10Period",-0.00065887370146811
"Month.Sep","Time.01.00.00",-0.000658385222777724
"Change5Period","ChangeFuture200",0.000657584751024842
"Time.11.00.00","DailyConsecChangeSlowRSI",-0.000657377357129008
"Month.Oct","Time.04.00.00",0.000656685268040746
"Time.11.00.00","DailyClassChange200Period",-0.000655271462164819
"ClassChangeRSI","DailyConsecChangeRSI",-0.000654850562568754
"Month.Jan","Time.10.00.00",-0.000654749281238765
"Month.May","Time.19.00.00",0.000654737814329565
"Month.Jul","Time.23.00.00",-0.000654219766147435
"Time.12.00.00","DailyClassChange100Period",-0.000653865048661828
"Time.14.00.00","DailyClassChange100Period",-0.000653865048661828
"Month.Jan","Time.01.00.00",-0.000653683266136795
"Time.17.00.00","DailyClassChange100Period",-0.000652382499538362
"ConsecChangeRSI","DailyChange1Period",-0.000652194605208933
"Time.18.00.00","DailyClassChange10Period",0.000651517068035901
"Month.Jan","ClassChangeMACD",-0.000650238012894988
"Month.Dec","Time.18.00.00",0.00064989022212103
"Month.Jun","Time.04.00.00",0.000649612338747829
"Time.20.00.00","ConsecChange100Period",-0.000649484049063176
"Time.14.00.00","ConsecChange5Period",0.000646338914521039
"Month.Dec","Time.22.00.00",-0.000646100263111293
"Month.Feb","Time.19.00.00",-0.000645744905341417
"Time.02.00.00","DailyConsecChange25Period",-0.000644578132778406
"Time.11.00.00","DailyConsecChangeRSI",-0.00064291141461581
"Time.09.00.00","DailyChange1Period",0.000642521015834063
"Time.08.00.00","DailyClassChange25Period",-0.000641627702862024
"Change1Period","DailyClassChange200Period",0.000641225837171078
"Time.04.00.00","DailyMACD",-0.000640605576336384
"Day.Tue","ChangeMACD",0.000640188867691904
"Time.12.00.00","Change25Period",-0.000640151498373598
"Month.Aug","Time.05.00.00",0.000639814417809248
"Time.04.00.00","ClassChange100Period",0.000639358244370669
"ClassChange100Period","ConsecChangeSlowRSI",0.000639166915789247
"Time.18.00.00","DailyClassChangeRSI",-0.000637990247923881
"Time.09.00.00","DailyConsecChangeSlowRSI",-0.000637138728052378
"Change100Period","ChangeMACD",0.000636552926152945
"Time.22.00.00","DailyChangeMACD",-0.000635960488580167
"DailyConsecChange50Period","ChangeFuture1",-0.000635669275652617
"Time.03.00.00","DailyConsecChange5Period",-0.000635584583505988
"Time.02.00.00","DailyConsecChange10Period",0.000635580683592707
"Month.Jan","Time.07.00.00",-0.000633841380476952
"Time.08.00.00","DailyChange10Period",-0.00063349975971505
"Time.12.00.00","DailyClassChange25Period",-0.000633295101579279
"Time.18.00.00","ChangeFuture50",0.000631845381576568
"Time.09.00.00","DailyClassChange25Period",0.000631286529824138
"Time.12.00.00","ConsecChange50Period",-0.000630379654467106
"Time.14.00.00","DailyConsecChangeRSI",-0.000630347756668925
"Month.May","ChangeRSI",0.000629551475867629
"Time.23.00.00","DailyClassChange25Period",-0.000629492104053497
"DailyChange200Period","DailyConsecChange1Period",0.000629036512691528
"Time.11.00.00","ClassChange200Period",-0.000629034999292344
"Time.05.00.00","DailyClassChange200Period",-0.000628424051683396
"Time.03.00.00","DailyConsecChange25Period",0.00062735058600083
"Time.09.00.00","DailyClassChangeRSI",0.000625522690825164
"Time.12.00.00","DailyChange10Period",-0.000625300745014101
"Time.07.00.00","DailyChangeSlowRSI",0.000625140848569572
"Time.08.00.00","DailyChange100Period",-0.000621213752310723
"DailyClassChange10Period","ChangeFuture1",0.000620301347225904
"DailyChange200Period","ChangeFuture10",0.000619766069576144
"Month.Aug","Time.13.00.00",0.000619668513536453
"Time.02.00.00","Change25Period",0.000619236961938441
"Time.21.00.00","DailyChange100Period",0.000619184866081923
